Factorial Recursive Times (ns);
1371076;
923261;
1040313;
1211623;
831745;
790852;
902681;
810974;
1288818;
962337;
2198291;
766428;
903312;
712888;
796088;
1204741;
686015;
682292;
562814;
740288;
724140;
460297;
534905;
497055;
895869;
Factorial Recursive Times (ns);
Factorial Recursive Times (ns);
Factorial Recursive Times (ns);
Factorial Recursive Times (ns);
2742227;
923100;
1156782;
1636665;
861026;
3585476;
1469464;
1576296;
909360;
1055728;
924415;
752880;
756083;
2221992;
874526;
2120882;
654733;
674270;
614493;
2006550;
1186616;
636900;
528661;
1122561;
569659;
903675;
653863;
823694;
517364;
503327;
847379;
983377;
667066;
1005747;
440698;
1602351;
456920;
455087;
708788;
436699;
687047;
575401;
435846;
436753;
482865;
499031;
477105;
492457;
576307;
522660;
830748;
551834;
508521;
426079;
431802;
441412;
432024;
548484;
1657449;
421432;
554669;
559909;
428765;
468894;
478634;
874122;
770977;
426525;
499633;
415007;
1478328;
421303;
423340;
456006;
492746;
453395;
519967;
498079;
415452;
381582;
401823;
370657;
407248;
367898;
403544;
378120;
504265;
559171;
376898;
401156;
374508;
415471;
383027;
366250;
425804;
424360;
387361;
387491;
375398;
812943;
