Factorial Iterative Times (ns);
3693070;
892337;
842051;
857323;
837375;
1095000;
1300087;
940456;
3954139;
791136;
725727;
755132;
1442262;
794831;
599872;
1507362;
773253;
657515;
588887;
501260;
505703;
467908;
590292;
1006553;
511997;
Factorial Iterative Times (ns);
Factorial Iterative Times (ns);
Factorial Iterative Times (ns);
Factorial Iterative Times (ns);
3264646;
935803;
1185467;
771417;
1015932;
772547;
1543870;
2014753;
885119;
913249;
1776979;
631048;
2766152;
935026;
985174;
1002155;
1135690;
565364;
585530;
889934;
504993;
526883;
537309;
2557209;
626993;
1112283;
487106;
475513;
571419;
582956;
480661;
989988;
459680;
1012358;
596085;
473328;
451458;
535808;
538993;
495865;
533457;
518234;
509160;
491105;
444587;
455773;
439161;
528957;
674029;
493957;
810062;
489725;
654127;
484078;
548353;
489985;
420764;
518077;
704219;
449154;
442561;
443450;
427561;
425284;
441320;
464598;
725645;
552095;
443617;
517966;
722479;
434229;
425506;
442729;
569466;
480320;
428118;
383267;
430822;
384953;
389064;
371046;
417711;
553226;
381397;
420934;
382305;
891421;
430304;
374453;
422304;
407082;
413508;
361972;
375083;
378787;
366732;
376768;
374750;
436896;
